group,name,nrows,ncols,nnz,is_real,is_binary,is_nd,posdef,pattern_symmetry,numerical_symmetry,kind,nentries,estimated_mb,url
TSOPF,TSOPF_RS_b678_c1,18696,18696,4396289,1,0,0,0,0.004448301852317109,0.0003256971884064591,power network problem,4396289,134.166,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b678_c1.tar.gz
TSOPF,TSOPF_FS_b300,29214,29214,4400122,1,0,0,0,1.0,1.0,power network problem,4400122,134.283,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b300.tar.gz
TSOPF,TSOPF_FS_b300_c1,29214,29214,4400122,1,0,0,0,1.0,1.0,power network problem,4400122,134.283,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b300_c1.tar.gz
TSOPF,TSOPF_RS_b300_c3,42138,42138,4413449,1,0,0,0,0.009768063952888569,0.0001171197776188222,power network problem,4413449,134.690,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b300_c3.tar.gz
GHS_psdef,s3dkq4m2,90449,90449,4427725,1,0,1,1,1.0,1.0,structural problem,4820891,147.124,https://sparse.tamu.edu/MM/GHS_psdef/s3dkq4m2.tar.gz
Norris,torso3,259156,259156,4429042,1,0,1,0,0.9513722917125312,0.0,2D/3D problem,4429042,135.166,https://sparse.tamu.edu/MM/Norris/torso3.tar.gz
DNVS,thread,29736,29736,4444880,1,0,1,1,1.0,1.0,structural problem,4470048,136.417,https://sparse.tamu.edu/MM/DNVS/thread.tar.gz
DIMACS10,tx2010,914231,914231,4456272,1,0,0,0,1.0,1.0,undirected weighted graph,4456272,135.997,https://sparse.tamu.edu/MM/DIMACS10/tx2010.tar.gz
CEMW,tmt_unsym,917825,917825,4584801,1,0,1,0,1.0,0.0,electromagnetics problem,4584801,139.919,https://sparse.tamu.edu/MM/CEMW/tmt_unsym.tar.gz
CEMW,t2em,921632,921632,4590832,1,0,1,0,0.9988182710127548,0.9988182710127548,electromagnetics problem,4590832,140.103,https://sparse.tamu.edu/MM/CEMW/t2em.tar.gz
DNVS,shipsec5,179860,179860,4598604,1,0,1,1,1.0,1.0,structural problem,10113096,308.629,https://sparse.tamu.edu/MM/DNVS/shipsec5.tar.gz
TKK,engine,143571,143571,4706073,1,0,1,0,1.0,1.0,structural problem,4706073,143.620,https://sparse.tamu.edu/MM/TKK/engine.tar.gz
GHS_psdef,apache2,715176,715176,4817870,1,0,1,1,1.0,1.0,structural problem,4817870,147.032,https://sparse.tamu.edu/MM/GHS_psdef/apache2.tar.gz
DIMACS10,kron_g500-logn16,65536,65536,4912469,1,0,0,0,1.0,1.0,undirected multigraph,4912469,149.919,https://sparse.tamu.edu/MM/DIMACS10/kron_g500-logn16.tar.gz
McRae,ecology2,999999,999999,4995991,1,0,1,1,1.0,1.0,2D/3D problem,4995991,152.467,https://sparse.tamu.edu/MM/McRae/ecology2.tar.gz
McRae,ecology1,1000000,1000000,4996000,1,0,1,0,1.0,1.0,2D/3D problem,4996000,152.468,https://sparse.tamu.edu/MM/McRae/ecology1.tar.gz
CEMW,tmt_sym,726713,726713,5080961,1,0,1,1,1.0,1.0,electromagnetics problem,5080961,155.061,https://sparse.tamu.edu/MM/CEMW/tmt_sym.tar.gz
SNAP,web-Google,916428,916428,5105039,1,1,0,0,0.3067510355944391,0.3067510355944391,directed graph,5105039,155.795,https://sparse.tamu.edu/MM/SNAP/web-Google.tar.gz
PARSEC,Si34H36,97569,97569,5156379,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,5156379,157.362,https://sparse.tamu.edu/MM/PARSEC/Si34H36.tar.gz
LAW,amazon-2008,735323,735323,5158388,1,1,0,0,0.6338864001699756,0.6338864001699756,directed graph,5158388,157.423,https://sparse.tamu.edu/MM/LAW/amazon-2008.tar.gz
Chen,pkustk11,87804,87804,5217912,1,1,1,0,1.0,1.0,structural problem,5217912,159.240,https://sparse.tamu.edu/MM/Chen/pkustk11.tar.gz
QLi,largebasis,440020,440020,5240084,1,0,0,0,1.0,0.0,optimization problem,5560100,169.683,https://sparse.tamu.edu/MM/QLi/largebasis.tar.gz
Koutsovasilis,F2,71505,71505,5294285,1,0,1,0,1.0,1.0,structural problem,5294285,161.571,https://sparse.tamu.edu/MM/Koutsovasilis/F2.tar.gz
Muite,Chebyshev4,68121,68121,5377761,1,0,1,0,0.3020408163265306,0.0002369275506437348,structural problem,5377761,164.118,https://sparse.tamu.edu/MM/Muite/Chebyshev4.tar.gz
Oberwolfach,boneS01,127224,127224,5516602,1,0,1,1,1.0,1.0,model reduction problem,6715152,204.932,https://sparse.tamu.edu/MM/Oberwolfach/boneS01.tar.gz
VLSI,radiation,223104,223104,5526637,1,0,1,0,1.0,0.1890109856957617,semiconductor device problem,7637688,233.086,https://sparse.tamu.edu/MM/VLSI/radiation.tar.gz
Goodwin,Goodwin_127,178437,178437,5778545,1,0,1,0,0.9902002197399873,0.06589012929818107,computational fluid dynamics,5778545,176.349,https://sparse.tamu.edu/MM/Goodwin/Goodwin_127.tar.gz
ATandT,pre2,659033,659033,5834044,1,0,0,0,0.3317760910564062,0.06536187196755584,frequency-domain circuit simulation problem,5959282,181.865,https://sparse.tamu.edu/MM/ATandT/pre2.tar.gz
PARSEC,Ga3As3H12,61349,61349,5970947,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,5970947,182.221,https://sparse.tamu.edu/MM/PARSEC/Ga3As3H12.tar.gz
Williams,consph,83334,83334,6010480,1,0,1,1,1.0,1.0,2D/3D problem,6010480,183.427,https://sparse.tamu.edu/MM/Williams/consph.tar.gz
PARSEC,Ga10As10H30,113081,113081,6115633,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,6115633,186.636,https://sparse.tamu.edu/MM/PARSEC/Ga10As10H30.tar.gz
Rajat,rajat30,643994,643994,6175244,1,0,0,0,0.9945912407336421,0.009194565053000587,circuit simulation problem,6175377,188.460,https://sparse.tamu.edu/MM/Rajat/rajat30.tar.gz
Martin,marine1,400320,400320,6226538,1,0,0,0,0.922267240944297,0.0,chemical oceanography problem,6226538,190.021,https://sparse.tamu.edu/MM/Martin/marine1.tar.gz
Guettel,TEM152078,152078,152078,6459326,1,0,1,0,1.0,1.0,electromagnetics problem,6459326,197.125,https://sparse.tamu.edu/MM/Guettel/TEM152078.tar.gz
DIMACS10,rgg_n_2_19_s0,524288,524288,6539532,1,1,0,0,1.0,1.0,undirected random graph,6539532,199.573,https://sparse.tamu.edu/MM/DIMACS10/rgg_n_2_19_s0.tar.gz
Chen,pkustk13,94893,94893,6616827,1,1,1,0,1.0,1.0,structural problem,6616827,201.931,https://sparse.tamu.edu/MM/Chen/pkustk13.tar.gz
DIMACS10,auto,448695,448695,6629222,1,1,0,0,1.0,1.0,undirected graph,6629222,202.310,https://sparse.tamu.edu/MM/DIMACS10/auto.tar.gz
TSOPF,TSOPF_RS_b2052_c1,25626,25626,6761100,1,0,0,0,0.003886561090908282,0.0002050869579089441,power network problem,6761100,206.334,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b2052_c1.tar.gz
Schenk_ISEI,ohne2,181343,181343,6869939,1,0,1,0,1.0,0.09493801090692276,semiconductor device problem,11063545,337.635,https://sparse.tamu.edu/MM/Schenk_ISEI/ohne2.tar.gz
ND,nd6k,18000,18000,6897316,1,0,1,1,1.0,1.0,2D/3D problem,6897316,210.491,https://sparse.tamu.edu/MM/ND/nd6k.tar.gz
GHS_psdef,bmw7st_1,141347,141347,7318399,1,0,1,1,1.0,1.0,structural problem,7339667,223.991,https://sparse.tamu.edu/MM/GHS_psdef/bmw7st_1.tar.gz
vanHeukelum,cage13,445315,445315,7479343,1,0,0,0,1.0,0.2004785878020389,directed weighted graph,7479343,228.253,https://sparse.tamu.edu/MM/vanHeukelum/cage13.tar.gz
Chen,pkustk12,94653,94653,7512317,1,1,1,0,1.0,1.0,structural problem,7512317,229.260,https://sparse.tamu.edu/MM/Chen/pkustk12.tar.gz
Kamvar,Stanford_Berkeley,683446,683446,7583376,1,1,0,0,0.2502051856587356,0.2502051856587356,directed graph,7583376,231.428,https://sparse.tamu.edu/MM/Kamvar/Stanford_Berkeley.tar.gz
SNAP,web-BerkStan,685230,685230,7600595,1,1,0,0,0.2502764586193581,0.2502764586193581,directed graph,7600595,231.954,https://sparse.tamu.edu/MM/SNAP/web-BerkStan.tar.gz
PARSEC,CO,221119,221119,7666057,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,7666057,233.951,https://sparse.tamu.edu/MM/PARSEC/CO.tar.gz
Guettel,TEM181302,181302,181302,7839010,1,0,1,0,1.0,1.0,electromagnetics problem,7839010,239.230,https://sparse.tamu.edu/MM/Guettel/TEM181302.tar.gz
PARSEC,Ge87H76,112985,112985,7892195,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,7892195,240.853,https://sparse.tamu.edu/MM/PARSEC/Ge87H76.tar.gz
Fluorem,PR02R,161070,161070,8185136,1,0,1,0,0.9476492341912441,0.0001697393815055858,computational fluid dynamics problem,8185136,249.792,https://sparse.tamu.edu/MM/Fluorem/PR02R.tar.gz
PARSEC,Ge99H100,112985,112985,8451395,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,8451395,257.918,https://sparse.tamu.edu/MM/PARSEC/Ge99H100.tar.gz
Norris,torso1,116158,116158,8516500,1,0,1,0,0.4243874832715144,0.0,2D/3D problem,8516500,259.905,https://sparse.tamu.edu/MM/Norris/torso1.tar.gz
DNVS,x104,108384,108384,8713602,1,0,1,1,1.0,1.0,structural problem,10167624,310.293,https://sparse.tamu.edu/MM/DNVS/x104.tar.gz
TSOPF,TSOPF_FS_b300_c2,56814,56814,8767466,1,0,0,0,1.0,1.0,power network problem,8767466,267.564,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b300_c2.tar.gz
TSOPF,TSOPF_RS_b678_c2,35696,35696,8781949,1,0,0,0,0.004170134538170976,0.0001630280691806068,power network problem,8781949,268.006,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b678_c2.tar.gz
PARSEC,Ga19As19H42,133123,133123,8884839,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,8884839,271.146,https://sparse.tamu.edu/MM/PARSEC/Ga19As19H42.tar.gz
Bodendiek,CurlCurl_2,806529,806529,8921789,1,0,1,0,1.0,1.0,model reduction problem,8921789,272.273,https://sparse.tamu.edu/MM/Bodendiek/CurlCurl_2.tar.gz
Rothberg,gearbox,153746,153746,9080404,1,1,1,0,1.0,1.0,structural problem,9080404,277.114,https://sparse.tamu.edu/MM/Rothberg/gearbox.tar.gz
Gupta,gupta3,16783,16783,9323427,1,1,0,0,1.0,1.0,optimization problem,9323427,284.530,https://sparse.tamu.edu/MM/Gupta/gupta3.tar.gz
Andrianov,pattern1,19242,19242,9323432,1,1,0,0,1.0,1.0,optimization problem,9323432,284.531,https://sparse.tamu.edu/MM/Andrianov/pattern1.tar.gz
VLSI,test1,392908,392908,9447535,1,0,1,0,1.0,0.2651539373184561,semiconductor device problem,12968200,395.760,https://sparse.tamu.edu/MM/VLSI/test1.tar.gz
DNVS,m_t1,97578,97578,9753570,1,0,1,1,1.0,1.0,structural problem,9753570,297.657,https://sparse.tamu.edu/MM/DNVS/m_t1.tar.gz
Gleich,flickr,820878,820878,9837214,1,1,0,0,0.653017002578169,0.653017002578169,directed graph,9837214,300.210,https://sparse.tamu.edu/MM/Gleich/flickr.tar.gz
GHS_psdef,hood,220542,220542,9895422,1,0,1,1,1.0,1.0,structural problem,10768436,328.629,https://sparse.tamu.edu/MM/GHS_psdef/hood.tar.gz
DIMACS10,kron_g500-logn17,131072,131072,10228360,1,0,0,0,1.0,1.0,undirected multigraph,10228360,312.147,https://sparse.tamu.edu/MM/DIMACS10/kron_g500-logn17.tar.gz
Andrianov,mip1,66463,66463,10352819,1,1,0,0,1.0,1.0,optimization problem,10352819,315.945,https://sparse.tamu.edu/MM/Andrianov/mip1.tar.gz
GHS_psdef,crankseg_1,52804,52804,10614210,1,0,1,1,1.0,1.0,structural problem,10614210,323.922,https://sparse.tamu.edu/MM/GHS_psdef/crankseg_1.tar.gz
GHS_psdef,bmwcra_1,148770,148770,10641602,1,0,1,1,1.0,1.0,structural problem,10644002,324.831,https://sparse.tamu.edu/MM/GHS_psdef/bmwcra_1.tar.gz
PARSEC,Si87H76,240369,240369,10661631,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,10661631,325.369,https://sparse.tamu.edu/MM/PARSEC/Si87H76.tar.gz
Mycielski,mycielskian15,24575,24575,11111110,1,1,0,0,1.0,1.0,undirected graph,11111110,339.086,https://sparse.tamu.edu/MM/Mycielski/mycielskian15.tar.gz
PARSEC,SiO2,155331,155331,11283503,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,11283503,344.347,https://sparse.tamu.edu/MM/PARSEC/SiO2.tar.gz
GHS_indef,bmw3_2,227362,227362,11288630,1,0,1,0,1.0,1.0,structural problem,11288630,344.504,https://sparse.tamu.edu/MM/GHS_indef/bmw3_2.tar.gz
DNVS,fcondp2,201822,201822,11294316,1,1,1,0,1.0,1.0,structural problem,11294316,344.677,https://sparse.tamu.edu/MM/DNVS/fcondp2.tar.gz
Boeing,pwtk,217918,217918,11524432,1,0,1,1,1.0,1.0,structural problem,11634424,355.056,https://sparse.tamu.edu/MM/Boeing/pwtk.tar.gz
DNVS,fullb,199187,199187,11708077,1,1,1,0,1.0,1.0,structural problem,11708077,357.304,https://sparse.tamu.edu/MM/DNVS/fullb.tar.gz
DNVS,troll,213453,213453,11985111,1,1,1,0,1.0,1.0,structural problem,11985111,365.759,https://sparse.tamu.edu/MM/DNVS/troll.tar.gz
Hardesty,Hardesty1,938905,938905,12143314,1,0,1,0,1.0,1.0,computer graphics/vision problem,12143314,370.586,https://sparse.tamu.edu/MM/Hardesty/Hardesty1.tar.gz
DNVS,halfb,224617,224617,12387821,1,1,1,0,1.0,1.0,structural problem,12387821,378.048,https://sparse.tamu.edu/MM/DNVS/halfb.tar.gz
TSOPF,TSOPF_FS_b300_c3,84414,84414,13135930,1,0,0,0,1.0,1.0,power network problem,13135930,400.879,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b300_c3.tar.gz
BenElechi,BenElechi1,245874,245874,13150496,1,0,1,1,1.0,1.0,2D/3D problem,13150496,401.323,https://sparse.tamu.edu/MM/BenElechi/BenElechi1.tar.gz
GHS_psdef,crankseg_2,63838,63838,14148858,1,0,1,1,1.0,1.0,structural problem,14148858,431.791,https://sparse.tamu.edu/MM/GHS_psdef/crankseg_2.tar.gz
ND,nd12k,36000,36000,14220946,1,0,1,1,1.0,1.0,2D/3D problem,14220946,433.991,https://sparse.tamu.edu/MM/ND/nd12k.tar.gz
Chen,pkustk14,151926,151926,14836504,1,1,1,0,1.0,1.0,structural problem,14836504,452.776,https://sparse.tamu.edu/MM/Chen/pkustk14.tar.gz
SNAP,higgs-twitter,456626,456626,14855842,1,1,0,0,0.3160251211999823,0.3160251211999823,directed temporal multigraph,14855842,453.366,https://sparse.tamu.edu/MM/SNAP/higgs-twitter.tar.gz
PARSEC,Si41Ge41H72,185639,185639,15011265,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,15011265,458.109,https://sparse.tamu.edu/MM/PARSEC/Si41Ge41H72.tar.gz
TSOPF,TSOPF_RS_b2383,38120,38120,16171169,1,0,0,0,0.002485718029041526,0.0003350401831305099,power network problem,16171169,493.507,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b2383.tar.gz
TSOPF,TSOPF_RS_b2383_c1,38120,38120,16171169,1,0,0,0,0.002485718029041526,0.0003350401831305099,power network problem,16171169,493.507,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b2383_c1.tar.gz
Janna,CoupCons3D,416800,416800,17277420,1,0,1,0,1.0,0.008881642549324996,structural problem,22322336,681.226,https://sparse.tamu.edu/MM/Janna/CoupCons3D.tar.gz
Schenk_AFE,af_0_k101,503625,503625,17550675,1,0,1,1,1.0,1.0,structural problem,17550675,535.606,https://sparse.tamu.edu/MM/Schenk_AFE/af_0_k101.tar.gz
Schenk_AFE,af_1_k101,503625,503625,17550675,1,0,1,1,1.0,1.0,structural problem,17550675,535.606,https://sparse.tamu.edu/MM/Schenk_AFE/af_1_k101.tar.gz
Schenk_AFE,af_2_k101,503625,503625,17550675,1,0,1,1,1.0,1.0,structural problem,17550675,535.606,https://sparse.tamu.edu/MM/Schenk_AFE/af_2_k101.tar.gz
Schenk_AFE,af_3_k101,503625,503625,17550675,1,0,1,1,1.0,1.0,structural problem,17550675,535.606,https://sparse.tamu.edu/MM/Schenk_AFE/af_3_k101.tar.gz
Schenk_AFE,af_4_k101,503625,503625,17550675,1,0,1,1,1.0,1.0,structural problem,17550675,535.606,https://sparse.tamu.edu/MM/Schenk_AFE/af_4_k101.tar.gz
Schenk_AFE,af_5_k101,503625,503625,17550675,1,0,1,1,1.0,1.0,structural problem,17550675,535.606,https://sparse.tamu.edu/MM/Schenk_AFE/af_5_k101.tar.gz
Schenk_AFE,af_shell1,504855,504855,17562051,1,0,1,0,1.0,1.0,structural problem sequence,17588875,536.772,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell1.tar.gz
Schenk_AFE,af_shell2,504855,504855,17562051,1,0,1,0,1.0,1.0,subsequent structural problem,17588875,536.772,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell2.tar.gz
Schenk_AFE,af_shell3,504855,504855,17562051,1,0,1,1,1.0,1.0,subsequent structural problem,17588875,536.772,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell3.tar.gz
Schenk_AFE,af_shell4,504855,504855,17562051,1,0,1,1,1.0,1.0,subsequent structural problem,17588875,536.772,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell4.tar.gz
Schenk_AFE,af_shell5,504855,504855,17579155,1,0,1,0,1.0,1.0,subsequent structural problem,17588875,536.772,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell5.tar.gz
Schenk_AFE,af_shell6,504855,504855,17579155,1,0,1,0,1.0,1.0,subsequent structural problem,17588875,536.772,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell6.tar.gz
Schenk_AFE,af_shell7,504855,504855,17579155,1,0,1,1,1.0,1.0,subsequent structural problem,17588875,536.772,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell7.tar.gz
Schenk_AFE,af_shell8,504855,504855,17579155,1,0,1,1,1.0,1.0,subsequent structural problem,17588875,536.772,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell8.tar.gz
Schenk_AFE,af_shell9,504855,504855,17588845,1,0,1,0,1.0,1.0,subsequent structural problem,17588875,536.772,https://sparse.tamu.edu/MM/Schenk_AFE/af_shell9.tar.gz
Belcastro,human_gene2,14340,14340,18068388,1,0,0,0,1.0,1.0,undirected weighted graph,18068388,551.405,https://sparse.tamu.edu/MM/Belcastro/human_gene2.tar.gz
PARSEC,Ga41As41H72,268096,268096,18488476,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,18488476,564.225,https://sparse.tamu.edu/MM/PARSEC/Ga41As41H72.tar.gz
INPRO,msdoor,415863,415863,19173163,1,0,1,1,1.0,1.0,structural problem,20240935,617.706,https://sparse.tamu.edu/MM/INPRO/msdoor.tar.gz
LAW,eu-2005,862664,862664,19235140,1,1,0,0,0.277066804642518,0.277066804642518,directed graph,19235140,587.012,https://sparse.tamu.edu/MM/LAW/eu-2005.tar.gz
Mazaheri,bundle_adj,513351,513351,20207907,1,0,1,1,1.0,1.0,computer vision problem,20208051,616.703,https://sparse.tamu.edu/MM/Mazaheri/bundle_adj.tar.gz
DIMACS10,kron_g500-logn18,262144,262144,21165908,1,0,0,0,1.0,1.0,undirected multigraph,21165908,645.934,https://sparse.tamu.edu/MM/DIMACS10/kron_g500-logn18.tar.gz
Dziekonski,gsm_106857,589446,589446,21758924,1,0,1,0,1.0,1.0,electromagnetics problem,21758924,664.032,https://sparse.tamu.edu/MM/Dziekonski/gsm_106857.tar.gz
Belcastro,human_gene1,22283,22283,24669643,1,0,0,0,1.0,1.0,undirected weighted graph,24669643,752.860,https://sparse.tamu.edu/MM/Belcastro/human_gene1.tar.gz
Koutsovasilis,F1,343791,343791,26837113,1,0,1,0,1.0,1.0,structural problem,26837113,819.006,https://sparse.tamu.edu/MM/Koutsovasilis/F1.tar.gz
Janna,Fault_639,638802,638802,27245944,1,0,1,1,1.0,1.0,structural problem,28614564,873.249,https://sparse.tamu.edu/MM/Janna/Fault_639.tar.gz
Janna,ML_Laplace,377002,377002,27582698,1,0,1,0,1.0,7.351401706466176e-08,structural problem,27689972,845.033,https://sparse.tamu.edu/MM/Janna/ML_Laplace.tar.gz
ND,nd24k,72000,72000,28715634,1,0,1,1,1.0,1.0,2D/3D problem,28715634,876.334,https://sparse.tamu.edu/MM/ND/nd24k.tar.gz
Belcastro,mouse_gene,45101,45101,28967291,1,0,0,0,1.0,1.0,undirected weighted graph,28967291,884.014,https://sparse.tamu.edu/MM/Belcastro/mouse_gene.tar.gz
DIMACS10,coPapersDBLP,540486,540486,30491458,1,1,0,0,1.0,1.0,undirected graph,30491458,930.527,https://sparse.tamu.edu/MM/DIMACS10/coPapersDBLP.tar.gz
DIMACS10,coPapersCiteseer,434102,434102,32073440,1,1,0,0,1.0,1.0,undirected graph,32073440,978.806,https://sparse.tamu.edu/MM/DIMACS10/coPapersCiteseer.tar.gz
Mycielski,mycielskian16,49151,49151,33382480,1,1,0,0,1.0,1.0,undirected graph,33382480,1018.754,https://sparse.tamu.edu/MM/Mycielski/mycielskian16.tar.gz
GHS_psdef,inline_1,503712,503712,36816170,1,0,1,1,1.0,1.0,structural problem,36816342,1123.548,https://sparse.tamu.edu/MM/GHS_psdef/inline_1.tar.gz
Janna,PFlow_742,742793,742793,37138461,1,0,1,1,1.0,1.0,2D/3D problem,37138461,1133.378,https://sparse.tamu.edu/MM/Janna/PFlow_742.tar.gz
Fluorem,RM07R,381689,381689,37464962,1,0,1,0,0.9261667922354103,4.260681089287885e-06,computational fluid dynamics problem,37464962,1143.342,https://sparse.tamu.edu/MM/Fluorem/RM07R.tar.gz
Janna,Emilia_923,923136,923136,40373538,1,0,1,1,1.0,1.0,structural problem,41005206,1251.382,https://sparse.tamu.edu/MM/Janna/Emilia_923.tar.gz
Oberwolfach,boneS10,914898,914898,40878708,1,0,1,1,1.0,1.0,model reduction problem,55468422,1692.764,https://sparse.tamu.edu/MM/Oberwolfach/boneS10.tar.gz
GHS_psdef,ldoor,952203,952203,42493817,1,0,1,1,1.0,1.0,structural problem,46522475,1419.755,https://sparse.tamu.edu/MM/GHS_psdef/ldoor.tar.gz
DIMACS10,kron_g500-logn19,524288,524288,43562265,1,0,0,0,1.0,1.0,undirected multigraph,43562265,1329.417,https://sparse.tamu.edu/MM/DIMACS10/kron_g500-logn19.tar.gz
Oberwolfach,bone010,986703,986703,47851783,1,0,1,1,1.0,1.0,model reduction problem,71666325,2187.085,https://sparse.tamu.edu/MM/Oberwolfach/bone010.tar.gz
GHS_psdef,audikw_1,943695,943695,77651847,1,0,1,1,1.0,1.0,structural problem,77651847,2369.748,https://sparse.tamu.edu/MM/GHS_psdef/audikw_1.tar.gz
Mycielski,mycielskian17,98303,98303,100245742,1,1,0,0,1.0,1.0,undirected graph,100245742,3059.259,https://sparse.tamu.edu/MM/Mycielski/mycielskian17.tar.gz
Mycielski,mycielskian18,196607,196607,300933832,1,1,0,0,1.0,1.0,undirected graph,300933832,9183.774,https://sparse.tamu.edu/MM/Mycielski/mycielskian18.tar.gz
Mycielski,mycielskian19,393215,393215,903194710,1,1,0,0,1.0,1.0,undirected graph,903194710,27563.317,https://sparse.tamu.edu/MM/Mycielski/mycielskian19.tar.gz
Mycielski,mycielskian20,786431,786431,2710370560,1,1,0,0,1.0,1.0,undirected graph,2710370560,82713.947,https://sparse.tamu.edu/MM/Mycielski/mycielskian20.tar.gz
